seqnames	start	end	width	strand	Conc	Conc_haplotype1	Conc_haplotype2	Fold	pvalue	FDR	new_fdr
chr6	119147853	119148525	673	*	2.85	3.07	2.58	0.49	0.552	0.9990000000000001	1.0
chr6	33592998	33593563	566	*	3.97	3.7	4.19	-0.49	0.5529999999999999	0.9990000000000001	1.0
chr6	20210342	20211074	733	*	4.14	4.42	3.8	0.61	0.5529999999999999	0.9990000000000001	1.0
chr6	5032845	5033531	687	*	4.32	4.58	4.01	0.57	0.5529999999999999	0.9990000000000001	1.0
chr6	36984895	36987251	2357	*	6.73	7.03	6.37	0.66	0.5539999999999999	0.9990000000000001	1.0
chr6	2837301	2838349	1049	*	5.41	5.68	5.08	0.6	0.5539999999999999	0.9990000000000001	1.0
chr6	27096663	27097246	584	*	3.7	3.94	3.42	0.52	0.555	0.9990000000000001	1.0
chr6	109891654	109893146	1493	*	6.18	6.45	5.86	0.59	0.555	0.9990000000000001	1.0
chr6	157612537	157613002	466	*	2.4	2.13	2.62	-0.49	0.555	0.9990000000000001	1.0
chr6	14012058	14014247	2190	*	3.34	3.55	3.1	0.45	0.555	0.9990000000000001	1.0
chr6	18358379	18359531	1153	*	2.81	3.01	2.58	0.43	0.556	0.9990000000000001	1.0
chr6	143554483	143554997	515	*	4.17	3.87	4.43	-0.56	0.5579999999999999	0.9990000000000001	1.0
chr6	8853376	8854696	1321	*	2.24	2.44	2.01	0.43	0.5589999999999999	0.9990000000000001	1.0
chr6	12773703	12774349	647	*	1.73	1.94	1.49	0.45	0.5589999999999999	0.9990000000000001	1.0
chr6	122469741	122470075	335	*	2.63	2.34	2.87	-0.53	0.5589999999999999	0.9990000000000001	1.0
chr6	33933378	33936430	3053	*	3.96	4.17	3.71	0.46	0.56	0.9990000000000001	1.0
chr6	132813768	132817259	3492	*	7.79	7.45	8.06	-0.61	0.562	0.9990000000000001	1.0
chr6	164025391	164027413	2023	*	3.16	2.93	3.36	-0.43	0.563	0.9990000000000001	1.0
chr6	6890763	6891182	420	*	3.87	4.13	3.54	0.59	0.563	0.9990000000000001	1.0
chr6	163636149	163638853	2705	*	3.13	2.89	3.34	-0.45	0.563	0.9990000000000001	1.0
chr6	2749810	2750366	557	*	4.09	3.8	4.33	-0.53	0.564	0.9990000000000001	1.0
chr6	35302649	35303039	391	*	3.04	3.25	2.79	0.46	0.564	0.9990000000000001	1.0
chr6	40686730	40687531	802	*	1.63	1.41	1.82	-0.41	0.565	0.9990000000000001	1.0
chr6	170133656	170135134	1479	*	3.18	2.95	3.38	-0.44	0.565	0.9990000000000001	1.0
chr6	112348367	112348966	600	*	1.78	1.56	1.97	-0.41	0.5660000000000001	0.9990000000000001	1.0
chr6	20878735	20879302	568	*	2.78	3.02	2.49	0.53	0.5670000000000001	0.9990000000000001	1.0
chr6	170550592	170551592	1001	*	3.25	2.98	3.47	-0.49	0.569	0.9990000000000001	1.0
chr6	71270070	71274403	4334	*	4.86	5.04	4.66	0.38	0.569	0.9990000000000001	1.0
chr6	45553573	45555127	1555	*	3.63	3.36	3.86	-0.51	0.569	0.9990000000000001	1.0
chr6	158704711	158705728	1018	*	3.77	3.99	3.5	0.49	0.57	0.9990000000000001	1.0
chr6	56714145	56714752	608	*	2.67	2.85	2.46	0.39	0.57	0.9990000000000001	1.0
chr6	64680842	64681399	558	*	4.27	4.53	3.95	0.58	0.57	0.9990000000000001	1.0
chr6	13015184	13015648	465	*	1.75	1.53	1.94	-0.4	0.5720000000000001	0.9990000000000001	1.0
chr6	136788514	136792339	3826	*	7.77	7.42	8.05	-0.63	0.574	0.9990000000000001	1.0
chr6	137025922	137026688	767	*	5.72	5.37	6.01	-0.64	0.574	0.9990000000000001	1.0
chr6	116539605	116540833	1229	*	2.26	2.47	2.03	0.44	0.574	0.9990000000000001	1.0
chr6	165877956	165878912	957	*	2.81	3.01	2.57	0.44	0.575	0.9990000000000001	1.0
chr6	163778091	163780202	2112	*	2.26	2.01	2.46	-0.45	0.5760000000000001	0.9990000000000001	1.0
chr6	13168472	13168815	344	*	1.71	1.9	1.49	0.41	0.5770000000000001	0.9990000000000001	1.0
chr6	133837842	133838344	503	*	4.55	4.28	4.77	-0.49	0.5770000000000001	0.9990000000000001	1.0
chr6	4913884	4915063	1180	*	5.16	5.39	4.88	0.51	0.58	0.9990000000000001	1.0
chr6	11728542	11729277	736	*	1.75	1.53	1.94	-0.41	0.581	0.9990000000000001	1.0
chr6	45585083	45585965	883	*	3.33	3.05	3.57	-0.51	0.581	0.9990000000000001	1.0
chr6	170151869	170153009	1141	*	3.68	3.85	3.48	0.37	0.581	0.9990000000000001	1.0
chr6	48102997	48104150	1154	*	3.29	3.5	3.05	0.44	0.5820000000000001	0.9990000000000001	1.0
chr6	159443750	159446715	2966	*	3.53	3.75	3.28	0.46	0.583	0.9990000000000001	1.0
chr6	99793111	99795143	2033	*	2.45	2.67	2.2	0.48	0.584	0.9990000000000001	1.0
chr6	4290778	4291903	1126	*	2.78	2.96	2.58	0.38	0.585	0.9990000000000001	1.0
chr6	138691224	138692437	1214	*	5.33	5.04	5.56	-0.52	0.585	0.9990000000000001	1.0
chr6	45674129	45675399	1271	*	5.65	5.34	5.9	-0.56	0.586	0.9990000000000001	1.0
chr6	159760682	159762651	1970	*	7.18	6.88	7.43	-0.55	0.586	0.9990000000000001	1.0
chr6	136550981	136551977	997	*	4.66	4.38	4.89	-0.51	0.5870000000000001	0.9990000000000001	1.0
chr6	37204683	37205916	1234	*	4.31	4.52	4.07	0.45	0.5870000000000001	0.9990000000000001	1.0
chr6	166746643	166748752	2110	*	4.18	4.35	3.98	0.36	0.588	0.9990000000000001	1.0
chr6	47147049	47147722	674	*	3.86	3.61	4.07	-0.47	0.588	0.9990000000000001	1.0
chr6	4542210	4547780	5571	*	5.01	5.22	4.78	0.44	0.589	0.9990000000000001	1.0
chr6	159063539	159066056	2518	*	3.26	3.03	3.45	-0.42	0.589	0.9990000000000001	1.0
chr6	159691395	159694868	3474	*	7.33	7.03	7.57	-0.54	0.59	0.9990000000000001	1.0
chr6	157274048	157274848	801	*	6.02	5.75	6.26	-0.51	0.5920000000000001	0.9990000000000001	1.0
chr6	18057306	18057912	607	*	3.15	3.38	2.89	0.49	0.593	0.9990000000000001	1.0
chr6	52664703	52666518	1816	*	6.66	6.92	6.35	0.57	0.594	0.9990000000000001	1.0
chr6	35024192	35024835	644	*	3.94	4.16	3.68	0.48	0.594	0.9990000000000001	1.0
chr6	47841731	47844001	2271	*	3.6	3.81	3.34	0.47	0.595	0.9990000000000001	1.0
chr6	44456524	44457113	590	*	3.79	3.57	3.98	-0.41	0.595	0.9990000000000001	1.0
chr6	116564844	116568143	3300	*	4.55	4.74	4.34	0.4	0.595	0.9990000000000001	1.0
chr6	45848156	45849615	1460	*	2.4	2.6	2.17	0.43	0.596	0.9990000000000001	1.0
chr6	85304156	85310978	6823	*	5.15	5.36	4.9	0.46	0.597	0.9990000000000001	1.0
chr6	27055214	27057522	2309	*	2.56	2.74	2.35	0.39	0.599	0.9990000000000001	1.0
chr6	127343492	127344496	1005	*	5.29	4.96	5.55	-0.59	0.601	0.9990000000000001	1.0
chr6	70204095	70204962	868	*	2.18	1.96	2.38	-0.41	0.601	0.9990000000000001	1.0
chr6	26232851	26233540	690	*	4.93	4.66	5.17	-0.51	0.601	0.9990000000000001	1.0
chr6	73389153	73389916	764	*	3.32	3.07	3.52	-0.45	0.601	0.9990000000000001	1.0
chr6	1016608	1017360	753	*	4.5	4.19	4.75	-0.56	0.601	0.9990000000000001	1.0
chr6	166652906	166653304	399	*	1.72	1.87	1.55	0.32	0.602	0.9990000000000001	1.0
chr6	158559259	158562665	3407	*	7.0	6.72	7.23	-0.52	0.605	0.9990000000000001	1.0
chr6	39064975	39066812	1838	*	3.15	3.33	2.94	0.39	0.606	0.9990000000000001	1.0
chr6	35452832	35453450	619	*	4.0	3.73	4.23	-0.49	0.607	0.9990000000000001	1.0
chr6	42547294	42547826	533	*	4.99	5.2	4.75	0.45	0.608	0.9990000000000001	1.0
chr6	166669626	166670235	610	*	2.3	2.11	2.47	-0.36	0.61	0.9990000000000001	1.0
chr6	151036548	151037431	884	*	5.3	5.03	5.54	-0.51	0.61	0.9990000000000001	1.0
chr6	137042317	137043758	1442	*	6.13	5.82	6.38	-0.56	0.611	0.9990000000000001	1.0
chr6	42217435	42218096	662	*	3.94	3.71	4.14	-0.43	0.611	0.9990000000000001	1.0
chr6	158802375	158803059	685	*	4.04	3.78	4.25	-0.48	0.611	0.9990000000000001	1.0
chr6	2486814	2488616	1803	*	2.67	2.44	2.86	-0.42	0.611	0.9990000000000001	1.0
chr6	70190915	70192202	1288	*	2.69	2.89	2.45	0.44	0.611	0.9990000000000001	1.0
chr6	167713966	167715261	1296	*	2.99	3.18	2.76	0.42	0.613	0.9990000000000001	1.0
chr6	99809612	99809945	334	*	1.43	1.59	1.24	0.35	0.613	0.9990000000000001	1.0
chr6	34744882	34746839	1958	*	6.23	5.98	6.45	-0.47	0.614	0.9990000000000001	1.0
chr6	12350365	12350837	473	*	3.59	3.8	3.33	0.47	0.616	0.9990000000000001	1.0
chr6	41637801	41638273	473	*	3.36	3.14	3.55	-0.41	0.616	0.9990000000000001	1.0
chr6	35215127	35215467	341	*	1.72	1.87	1.54	0.33	0.617	0.9990000000000001	1.0
chr6	8432982	8434009	1028	*	3.92	4.13	3.67	0.46	0.619	0.9990000000000001	1.0
chr6	10440273	10441048	776	*	3.42	3.15	3.65	-0.49	0.619	0.9990000000000001	1.0
chr6	136568448	136568931	484	*	2.99	2.74	3.2	-0.47	0.62	0.9990000000000001	1.0
chr6	106798541	106799271	731	*	3.47	3.66	3.25	0.41	0.622	0.9990000000000001	1.0
chr6	105761611	105762283	673	*	2.28	2.47	2.06	0.41	0.622	0.9990000000000001	1.0
chr6	56915415	56916808	1394	*	2.95	3.14	2.73	0.41	0.623	0.9990000000000001	1.0
chr6	41518694	41519921	1228	*	4.21	4.39	4.0	0.4	0.623	0.9990000000000001	1.0
chr6	159725882	159726867	986	*	5.78	5.48	6.02	-0.54	0.623	0.9990000000000001	1.0
chr6	45555578	45556450	873	*	4.47	4.69	4.21	0.48	0.624	0.9990000000000001	1.0
chr6	166209721	166210495	775	*	1.83	1.63	2.0	-0.37	0.624	0.9990000000000001	1.0
chr6	70168989	70170617	1629	*	2.06	1.83	2.26	-0.43	0.624	0.9990000000000001	1.0
chr6	40792163	40793127	965	*	1.95	1.76	2.12	-0.36	0.625	0.9990000000000001	1.0
chr6	47152489	47153250	762	*	3.6	3.81	3.37	0.44	0.625	0.9990000000000001	1.0
chr6	168638412	168638975	564	*	2.61	2.4	2.79	-0.39	0.626	0.9990000000000001	1.0
chr6	42929011	42929608	598	*	4.64	4.4	4.85	-0.44	0.628	0.9990000000000001	1.0
chr6	135097739	135098810	1072	*	2.87	2.67	3.05	-0.39	0.629	0.9990000000000001	1.0
chr6	105415377	105418785	3409	*	3.8	3.61	3.97	-0.37	0.629	0.9990000000000001	1.0
chr6	158570581	158572731	2151	*	5.82	5.56	6.04	-0.48	0.631	0.9990000000000001	1.0
chr6	79904957	79905750	794	*	2.88	2.68	3.05	-0.37	0.632	0.9990000000000001	1.0
chr6	125775995	125776402	408	*	1.2	1.04	1.35	-0.32	0.632	0.9990000000000001	1.0
chr6	19839234	19839768	535	*	4.14	4.36	3.89	0.47	0.633	0.9990000000000001	1.0
chr6	87141155	87145852	4698	*	4.47	4.25	4.66	-0.41	0.633	0.9990000000000001	1.0
chr6	1583238	1584389	1152	*	2.58	2.39	2.75	-0.37	0.633	0.9990000000000001	1.0
chr6	35389782	35390115	334	*	2.4	2.58	2.19	0.39	0.633	0.9990000000000001	1.0
chr6	166629028	166630744	1717	*	3.8	3.92	3.66	0.26	0.634	0.9990000000000001	1.0
chr6	35544709	35547865	3157	*	4.03	4.17	3.87	0.3	0.634	0.9990000000000001	1.0
chr6	7260486	7261206	721	*	4.11	4.28	3.91	0.37	0.635	0.9990000000000001	1.0
chr6	87322425	87323172	748	*	5.82	5.6	6.02	-0.43	0.636	0.9990000000000001	1.0
chr6	150097905	150099033	1129	*	2.58	2.38	2.75	-0.37	0.636	0.9990000000000001	1.0
chr6	136582789	136583164	376	*	2.73	2.52	2.92	-0.41	0.638	0.9990000000000001	1.0
chr6	27864055	27867305	3251	*	7.0	7.23	6.73	0.51	0.638	0.9990000000000001	1.0
chr6	51874570	51875341	772	*	2.76	2.56	2.94	-0.39	0.638	0.9990000000000001	1.0
chr6	26295122	26296069	948	*	3.91	3.68	4.11	-0.43	0.638	0.9990000000000001	1.0
chr6	79910270	79911952	1683	*	2.73	2.91	2.52	0.39	0.64	0.9990000000000001	1.0
chr6	36913768	36914666	899	*	4.78	4.56	4.97	-0.41	0.6409999999999999	0.9990000000000001	1.0
chr6	99674518	99675641	1124	*	2.46	2.64	2.26	0.38	0.6409999999999999	0.9990000000000001	1.0
chr6	98844138	98844449	312	*	1.55	1.72	1.36	0.36	0.642	0.9990000000000001	1.0
chr6	158806055	158806965	911	*	4.49	4.27	4.68	-0.41	0.643	0.9990000000000001	1.0
chr6	39270008	39271100	1093	*	3.83	4.02	3.62	0.4	0.643	0.9990000000000001	1.0
chr6	13980655	13986093	5439	*	4.41	4.6	4.2	0.39	0.643	0.9990000000000001	1.0
chr6	170593731	170596810	3080	*	3.92	4.09	3.73	0.36	0.644	0.9990000000000001	1.0
chr6	3453525	3454162	638	*	4.42	4.62	4.2	0.42	0.644	0.9990000000000001	1.0
chr6	1267661	1268123	463	*	3.3	3.5	3.07	0.44	0.645	0.9990000000000001	1.0
chr6	112463814	112464570	757	*	1.54	1.38	1.69	-0.31	0.645	0.9990000000000001	1.0
chr6	156687727	156688369	643	*	4.32	4.1	4.52	-0.42	0.645	0.9990000000000001	1.0
chr6	44291154	44292111	958	*	2.55	2.35	2.73	-0.38	0.647	0.9990000000000001	1.0
chr6	166164146	166165785	1640	*	2.52	2.67	2.34	0.32	0.647	0.9990000000000001	1.0
chr6	99596101	99597491	1391	*	2.86	2.66	3.04	-0.38	0.648	0.9990000000000001	1.0
chr6	17034251	17034601	351	*	1.72	1.55	1.88	-0.34	0.649	0.9990000000000001	1.0
chr6	154509256	154510211	956	*	5.07	4.83	5.27	-0.44	0.65	0.9990000000000001	1.0
chr6	112224588	112225199	612	*	1.42	1.24	1.58	-0.35	0.65	0.9990000000000001	1.0
chr6	70364182	70368400	4219	*	4.6	4.77	4.39	0.38	0.6509999999999999	0.9990000000000001	1.0
chr6	116058200	116059131	932	*	5.43	5.65	5.17	0.49	0.6509999999999999	0.9990000000000001	1.0
chr6	37325472	37326304	833	*	5.59	5.8	5.35	0.45	0.653	0.9990000000000001	1.0
chr6	80211224	80212975	1752	*	5.59	5.8	5.34	0.46	0.655	0.9990000000000001	1.0
chr6	109878136	109879023	888	*	3.71	3.88	3.51	0.38	0.655	0.9990000000000001	1.0
chr6	22828436	22828714	279	*	3.19	3.36	3.0	0.36	0.655	0.9990000000000001	1.0
chr6	157322548	157324280	1733	*	6.48	6.23	6.69	-0.46	0.655	0.9990000000000001	1.0
chr6	1075746	1076270	525	*	2.41	2.6	2.19	0.41	0.6559999999999999	0.9990000000000001	1.0
chr6	16979924	16980681	758	*	1.52	1.36	1.66	-0.3	0.657	0.9990000000000001	1.0
chr6	52576755	52577653	899	*	4.01	3.78	4.21	-0.43	0.657	0.9990000000000001	1.0
chr6	107760372	107761594	1223	*	2.74	2.91	2.55	0.37	0.657	0.9990000000000001	1.0
chr6	4964276	4965686	1411	*	2.1	2.24	1.94	0.3	0.6579999999999999	0.9990000000000001	1.0
chr6	40605854	40607137	1284	*	2.4	2.22	2.57	-0.34	0.6579999999999999	0.9990000000000001	1.0
chr6	12342079	12342906	828	*	3.77	3.95	3.56	0.39	0.6579999999999999	0.9990000000000001	1.0
chr6	13998872	14000231	1360	*	3.03	2.85	3.19	-0.34	0.659	0.9990000000000001	1.0
chr6	105795915	105796265	351	*	2.88	2.67	3.06	-0.4	0.659	0.9990000000000001	1.0
chr6	35471255	35472208	954	*	4.48	4.27	4.66	-0.39	0.6609999999999999	0.9990000000000001	1.0
chr6	27893458	27894641	1184	*	5.76	5.52	5.97	-0.45	0.662	0.9990000000000001	1.0
chr6	3418148	3418816	669	*	4.57	4.77	4.34	0.43	0.662	0.9990000000000001	1.0
chr6	36257855	36258440	586	*	1.37	1.51	1.21	0.3	0.662	0.9990000000000001	1.0
chr6	71403014	71403465	452	*	3.21	2.99	3.4	-0.42	0.6629999999999999	0.9990000000000001	1.0
chr6	39351132	39351894	763	*	2.36	2.21	2.5	-0.29	0.6629999999999999	0.9990000000000001	1.0
chr6	89543229	89544962	1734	*	2.16	1.97	2.32	-0.36	0.6629999999999999	0.9990000000000001	1.0
chr6	18689543	18691914	2372	*	3.1	3.26	2.93	0.33	0.664	0.9990000000000001	1.0
chr6	110535296	110536018	723	*	3.37	3.14	3.57	-0.43	0.664	0.9990000000000001	1.0
chr6	150050069	150051830	1762	*	3.6	3.41	3.78	-0.37	0.664	0.9990000000000001	1.0
chr6	12816887	12818756	1870	*	2.82	2.98	2.63	0.35	0.665	0.9990000000000001	1.0
chr6	704911	707873	2963	*	4.12	3.94	4.29	-0.35	0.6659999999999999	0.9990000000000001	1.0
chr6	24358108	24358498	391	*	3.95	3.75	4.12	-0.38	0.667	0.9990000000000001	1.0
chr6	139027762	139030141	2380	*	7.89	7.64	8.1	-0.46	0.667	0.9990000000000001	1.0
chr6	43454714	43456735	2022	*	5.42	5.58	5.24	0.34	0.6679999999999999	0.9990000000000001	1.0
chr6	45422418	45424559	2142	*	7.9	7.65	8.12	-0.48	0.6679999999999999	0.9990000000000001	1.0
chr6	34758027	34758432	406	*	2.7	2.89	2.49	0.4	0.669	0.9990000000000001	1.0
chr6	167416507	167421316	4810	*	5.36	5.49	5.21	0.27	0.669	0.9990000000000001	1.0
chr6	49654475	49655787	1313	*	2.56	2.71	2.39	0.32	0.67	0.9990000000000001	1.0
chr6	36875323	36875704	382	*	2.9	2.71	3.07	-0.36	0.6709999999999999	0.9990000000000001	1.0
chr6	4186435	4187743	1309	*	2.6	2.76	2.42	0.34	0.6709999999999999	0.9990000000000001	1.0
chr6	39757991	39758468	478	*	1.73	1.57	1.87	-0.3	0.6709999999999999	0.9990000000000001	1.0
chr6	53382837	53385255	2419	*	2.56	2.39	2.71	-0.32	0.6709999999999999	0.9990000000000001	1.0
chr6	3403506	3404028	523	*	3.31	3.49	3.11	0.38	0.672	0.9990000000000001	1.0
chr6	52253101	52254100	1000	*	2.43	2.57	2.27	0.3	0.674	0.9990000000000001	1.0
chr6	88462928	88464090	1163	*	2.3	2.46	2.11	0.35	0.675	0.9990000000000001	1.0
chr6	138088746	138089325	580	*	4.09	3.84	4.3	-0.45	0.675	0.9990000000000001	1.0
chr6	10960881	10962728	1848	*	2.49	2.32	2.65	-0.32	0.675	0.9990000000000001	1.0
chr6	138104383	138105278	896	*	5.67	5.43	5.87	-0.44	0.6759999999999999	0.9990000000000001	1.0
chr6	39209677	39210482	806	*	4.13	3.93	4.3	-0.38	0.677	0.9990000000000001	1.0
chr6	163625992	163627262	1271	*	2.51	2.34	2.67	-0.33	0.677	0.9990000000000001	1.0
chr6	157310433	157310955	523	*	4.64	4.81	4.44	0.37	0.6779999999999999	0.9990000000000001	1.0
chr6	158813005	158819292	6288	*	9.55	9.29	9.77	-0.47	0.6779999999999999	0.9990000000000001	1.0
chr6	3056013	3056337	325	*	4.01	4.22	3.77	0.45	0.679	0.9990000000000001	1.0
chr6	89404423	89406915	2493	*	3.36	3.18	3.52	-0.33	0.68	0.9990000000000001	1.0
chr6	158803812	158804750	939	*	5.95	5.74	6.14	-0.4	0.68	0.9990000000000001	1.0
chr6	48879634	48879985	352	*	3.16	3.32	2.98	0.34	0.68	0.9990000000000001	1.0
chr6	36885239	36887162	1924	*	6.4	6.61	6.17	0.44	0.6809999999999999	0.9990000000000001	1.0
chr6	85332207	85333180	974	*	2.0	2.13	1.85	0.28	0.6809999999999999	0.9990000000000001	1.0
chr6	2507097	2507925	829	*	2.1	1.94	2.25	-0.31	0.6829999999999999	0.9990000000000001	1.0
chr6	113350861	113351467	607	*	2.77	2.95	2.55	0.4	0.684	0.9990000000000001	1.0
chr6	136969713	136970952	1240	*	3.79	3.97	3.59	0.38	0.684	0.9990000000000001	1.0
chr6	158231349	158233421	2073	*	7.11	6.88	7.31	-0.43	0.685	0.9990000000000001	1.0
chr6	10985005	10987431	2427	*	3.23	3.38	3.06	0.33	0.6859999999999999	0.9990000000000001	1.0
chr6	159727174	159728601	1428	*	7.83	7.59	8.04	-0.45	0.687	0.9990000000000001	1.0
chr6	136792658	136793265	608	*	5.51	5.32	5.68	-0.36	0.6890000000000001	0.9990000000000001	1.0
chr6	46501199	46502883	1685	*	2.99	3.13	2.84	0.29	0.6890000000000001	0.9990000000000001	1.0
chr6	39204823	39205526	704	*	3.62	3.4	3.8	-0.4	0.6890000000000001	0.9990000000000001	1.0
chr6	7343945	7344624	680	*	4.32	4.13	4.48	-0.35	0.6890000000000001	0.9990000000000001	1.0
chr6	136287672	136288702	1031	*	5.11	4.88	5.3	-0.42	0.69	0.9990000000000001	1.0
chr6	18051940	18053535	1596	*	4.89	4.69	5.07	-0.37	0.691	0.9990000000000001	1.0
chr6	168637249	168637820	572	*	2.49	2.31	2.65	-0.34	0.691	0.9990000000000001	1.0
chr6	44748614	44751345	2732	*	4.2	4.01	4.36	-0.35	0.691	0.9990000000000001	1.0
chr6	1494602	1495751	1150	*	2.51	2.34	2.67	-0.33	0.691	0.9990000000000001	1.0
chr6	6968897	6970666	1770	*	5.36	5.52	5.18	0.33	0.691	0.9990000000000001	1.0
chr6	40996718	40997067	350	*	2.66	2.5	2.81	-0.31	0.693	0.9990000000000001	1.0
chr6	13152270	13153235	966	*	2.2	2.04	2.34	-0.3	0.693	0.9990000000000001	1.0
chr6	2466185	2467508	1324	*	3.5	3.67	3.31	0.35	0.6940000000000001	0.9990000000000001	1.0
chr6	35973905	35974714	810	*	4.33	4.51	4.12	0.39	0.6940000000000001	0.9990000000000001	1.0
chr6	7201152	7202204	1053	*	4.11	3.93	4.27	-0.34	0.695	0.9990000000000001	1.0
chr6	170079676	170083065	3390	*	3.99	4.15	3.81	0.34	0.695	0.9990000000000001	1.0
chr6	26703128	26708078	4951	*	-0.81	-0.72	-0.9	0.19	0.6970000000000001	0.9990000000000001	1.0
chr6	28110282	28111676	1395	*	2.75	2.89	2.59	0.31	0.6970000000000001	0.9990000000000001	1.0
chr6	166380681	166381706	1026	*	3.85	3.66	4.01	-0.36	0.698	0.9990000000000001	1.0
chr6	8235016	8237122	2107	*	3.1	2.94	3.24	-0.3	0.6990000000000001	0.9990000000000001	1.0
chr6	38952398	38953719	1322	*	2.78	2.92	2.62	0.3	0.7	0.9990000000000001	1.0
chr6	1448433	1452274	3842	*	4.26	4.1	4.4	-0.29	0.7	0.9990000000000001	1.0
chr6	107818931	107823320	4390	*	4.66	4.54	4.78	-0.24	0.7	0.9990000000000001	1.0
chr6	6686318	6686810	493	*	2.94	2.77	3.1	-0.33	0.703	0.9990000000000001	1.0
chr6	56689020	56689701	682	*	3.24	3.06	3.4	-0.34	0.7040000000000001	0.9990000000000001	1.0
chr6	166002477	166008184	5708	*	4.41	4.55	4.25	0.31	0.7040000000000001	0.9990000000000001	1.0
chr6	119119131	119120194	1064	*	2.18	2.31	2.04	0.28	0.7040000000000001	0.9990000000000001	1.0
chr6	20013569	20015498	1930	*	3.75	3.9	3.58	0.32	0.705	0.9990000000000001	1.0
chr6	6892141	6892687	547	*	2.38	2.53	2.22	0.31	0.706	0.9990000000000001	1.0
chr6	43842449	43843971	1523	*	5.15	5.29	4.99	0.3	0.7070000000000001	0.9990000000000001	1.0
chr6	39187898	39188509	612	*	2.25	2.09	2.4	-0.31	0.708	0.9990000000000001	1.0
chr6	4556273	4556711	439	*	1.58	1.71	1.42	0.29	0.708	0.9990000000000001	1.0
chr6	37565378	37565841	464	*	1.89	2.04	1.72	0.31	0.7090000000000001	0.9990000000000001	1.0
chr6	99825029	99826300	1272	*	2.02	2.15	1.87	0.28	0.71	0.9990000000000001	1.0
chr6	2960614	2960996	383	*	3.39	3.22	3.54	-0.32	0.7120000000000001	0.9990000000000001	1.0
chr6	34153539	34155768	2230	*	4.47	4.6	4.33	0.27	0.7120000000000001	0.9990000000000001	1.0
chr6	39207862	39208238	377	*	3.11	2.95	3.25	-0.3	0.7120000000000001	0.9990000000000001	1.0
chr6	158849048	158850656	1609	*	6.39	6.19	6.56	-0.37	0.713	0.9990000000000001	1.0
chr6	96924153	96924634	482	*	5.16	5.33	4.96	0.37	0.7140000000000001	0.9990000000000001	1.0
chr6	99514292	99516334	2043	*	6.15	5.95	6.33	-0.38	0.7140000000000001	0.9990000000000001	1.0
chr6	7737303	7742094	4792	*	4.0	4.15	3.83	0.31	0.715	0.9990000000000001	1.0
chr6	23971295	23972964	1670	*	2.34	2.46	2.22	0.25	0.716	0.9990000000000001	1.0
chr6	107848445	107848977	533	*	3.84	3.68	3.99	-0.31	0.716	0.9990000000000001	1.0
chr6	135182408	135183228	821	*	5.56	5.36	5.73	-0.37	0.716	0.9990000000000001	1.0
chr6	6612298	6616416	4119	*	4.38	4.5	4.23	0.27	0.7170000000000001	0.9990000000000001	1.0
chr6	167997140	167997567	428	*	0.43	0.56	0.28	0.28	0.7170000000000001	0.9990000000000001	1.0
chr6	97382120	97382918	799	*	5.31	5.13	5.46	-0.33	0.7170000000000001	0.9990000000000001	1.0
chr6	46173058	46175461	2404	*	2.72	2.56	2.86	-0.3	0.7170000000000001	0.9990000000000001	1.0
chr6	137219619	137220205	587	*	4.47	4.28	4.65	-0.37	0.718	0.9990000000000001	1.0
chr6	75489670	75491092	1423	*	2.05	2.19	1.89	0.29	0.72	0.9990000000000001	1.0
chr6	132607815	132608284	470	*	3.57	3.4	3.72	-0.32	0.72	0.9990000000000001	1.0
chr6	113632729	113633360	632	*	4.81	4.61	4.98	-0.37	0.72	0.9990000000000001	1.0
chr6	80003814	80004475	662	*	4.65	4.8	4.48	0.32	0.72	0.9990000000000001	1.0
chr6	7975005	7976119	1115	*	4.1	4.2	3.99	0.22	0.721	0.9990000000000001	1.0
chr6	89216002	89217281	1280	*	2.45	2.32	2.58	-0.26	0.722	0.9990000000000001	1.0
chr6	24778809	24779358	550	*	4.05	3.87	4.2	-0.34	0.723	0.9990000000000001	1.0
chr6	107457319	107457860	542	*	1.8	1.93	1.67	0.26	0.723	0.9990000000000001	1.0
chr6	13163905	13166313	2409	*	3.8	3.93	3.66	0.26	0.723	0.9990000000000001	1.0
chr6	40837883	40841761	3879	*	4.12	4.25	3.97	0.28	0.7240000000000001	0.9990000000000001	1.0
chr6	25863325	25864817	1493	*	3.05	3.18	2.9	0.28	0.726	0.9990000000000001	1.0
chr6	2764502	2765136	635	*	6.02	6.19	5.82	0.37	0.726	0.9990000000000001	1.0
chr6	10311648	10312584	937	*	3.91	4.04	3.76	0.27	0.727	0.9990000000000001	1.0
chr6	4931609	4933014	1406	*	5.63	5.8	5.44	0.36	0.727	0.9990000000000001	1.0
chr6	34056365	34059939	3575	*	4.26	4.16	4.35	-0.18	0.727	0.9990000000000001	1.0
chr6	41517813	41518193	381	*	3.03	3.16	2.88	0.28	0.728	0.9990000000000001	1.0
chr6	117481489	117483079	1591	*	6.55	6.69	6.39	0.3	0.728	0.9990000000000001	1.0
chr6	122799029	122799443	415	*	3.18	3.33	3.02	0.31	0.7290000000000001	0.9990000000000001	1.0
chr6	18562157	18563087	931	*	3.08	3.22	2.94	0.28	0.7290000000000001	0.9990000000000001	1.0
