ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position
ENSG00000160007	ARHGAP35	19	46860997	47005077
ENSG00000160049	DFFA	1	10456522	10472529
ENSG00000160072	ATAD3B	1	1471765	1497848
ENSG00000160131	VMA21	X	151396515	151409364
ENSG00000160194	NDUFV3	21	42879644	42913304
ENSG00000160201	U2AF1	21	43092956	43107570
ENSG00000160218	TRAPPC10	21	44012309	44106552
ENSG00000160326	SLC2A6	9	133471094	133479127
ENSG00000160445	ZER1	9	128729786	128772414
ENSG00000160633	SAFB	19	5623035	5668478
ENSG00000160679	CHTOP	1	153633982	153646306
ENSG00000160710	ADAR	1	154581695	154628013
ENSG00000160917	CPSF4	7	99438922	99457373
ENSG00000161016	RPL8	8	144789765	144792587
ENSG00000161021	MAML1	5	179732822	179777283
ENSG00000161048	NAPEPLD	7	103099776	103149560
ENSG00000161202	DVL3	3	184155377	184173614
ENSG00000161203	AP2M1	3	184174689	184184214
ENSG00000161217	PCYT1A	3	196214222	196287957
ENSG00000161533	ACOX1	17	75941507	75979177
ENSG00000161904	LEMD2	6	33771202	33789130
ENSG00000161912	ADCY10P1	6	41101022	41140835
ENSG00000161970	RPL26	17	8377516	8383213
ENSG00000162236	STX5	11	62806860	62832051
ENSG00000162377	COA7	1	52684449	52698347
ENSG00000162408	NOL9	1	6521347	6554513
ENSG00000162419	GMEB1	1	28668778	28719353
ENSG00000162496	DHRS3	1	12567910	12618210
ENSG00000162585	FAAP20	1	2184461	2212720
ENSG00000162601	MYSM1	1	58643440	58700077
ENSG00000162604	TM2D1	1	61681046	61725423
ENSG00000162627	SNX7	1	98661701	98760500
ENSG00000162664	ZNF326	1	89995110	90035533
ENSG00000162783	IER5	1	181088700	181092900
ENSG00000162885	B3GALNT2	1	235447190	235504452
ENSG00000162927	PUS10	2	60940222	61018259
ENSG00000162928	PEX13	2	61017225	61051990
ENSG00000162929	SANBR	2	61065871	61138034
ENSG00000162971	TYW5	2	199928913	199955736
ENSG00000163041	H3-3A	1	226061851	226072019
ENSG00000163138	PACRGL	4	20696282	20752907
ENSG00000163251	FZD5	2	207762598	207769906
ENSG00000163257	DCAF16	4	17800655	17810758
ENSG00000163319	MRPS18C	4	83455932	83469735
ENSG00000163428	LRRC58	3	120324509	120349354
ENSG00000163466	ARPC2	2	218217141	218254356
ENSG00000163545	NUAK2	1	205302063	205321745
ENSG00000163558	PRKCI	3	170222424	170305977
ENSG00000163596	ICA1L	2	202773150	202871766
ENSG00000163626	COX18	4	73052362	73069755
ENSG00000163630	SYNPR	3	63228315	63616924
ENSG00000163781	TOPBP1	3	133598175	133662380
ENSG00000163814	CDCP1	3	45082277	45146422
ENSG00000163832	ELP6	3	47495640	47513712
ENSG00000163864	NMNAT3	3	139560180	139678017
ENSG00000163872	YEATS2	3	183697797	183812624
ENSG00000163900	TMEM41A	3	185476496	185499057
ENSG00000163902	RPN1	3	128619969	128681075
ENSG00000163913	IFT122	3	129429607	129520510
ENSG00000163946	TASOR	3	56620132	56683265
ENSG00000163964	PIGX	3	196639775	196736007
ENSG00000164104	HMGB2	4	173331376	173334432
ENSG00000164134	NAA15	4	139301505	139420033
ENSG00000164237	CMBL	5	10275875	10307902
ENSG00000164251	F2RL1	5	76818933	76835315
ENSG00000164304	CAGE1	6	7326656	7389742
ENSG00000164379	FOXQ1	6	1312098	1314758
ENSG00000164385	LINC01600	6	2621911	2634619
ENSG00000164393	ADGRF2	6	47656487	47695192
ENSG00000164411	GJB7	6	87282980	87329278
ENSG00000164414	SLC35A1	6	87470623	87512336
ENSG00000164430	CGAS	6	73413515	73452297
ENSG00000164442	CITED2	6	139371807	139374648
ENSG00000164451	CALHM4	6	116529013	116561127
ENSG00000164465	DCBLD1	6	117453817	117569858
ENSG00000164466	SFXN1	5	175477062	175529742
ENSG00000164483	SAMD3	6	130144315	130365425
ENSG00000164484	TMEM200A	6	130366017	130443067
ENSG00000164494	PDSS2	6	107152562	107459564
ENSG00000164506	STXBP5	6	147204417	147390476
ENSG00000164520	RAET1E	6	149883179	149898113
ENSG00000164535	DAGLB	7	6409126	6484190
ENSG00000164611	PTTG1	5	160421855	160428739
ENSG00000164626	KCNK5	6	39188971	39229475
ENSG00000164627	KIF6	6	39329990	39725408
ENSG00000164647	STEAP1	7	90154456	90164829
ENSG00000164663	USP49	6	41789896	41895375
ENSG00000164674	SYTL3	6	158650014	158764876
ENSG00000164695	CHMP4C	8	81732448	81759515
ENSG00000164815	ORC5	7	104126341	104208047
ENSG00000164818	DNAAF5	7	726699	786475
ENSG00000164828	SUN1	7	816615	896435
ENSG00000164902	PHAX	5	126600925	126627252
ENSG00000164949	GEM	8	94249253	94262350
ENSG00000164953	TMEM67	8	93754844	93819234
ENSG00000164975	SNAPC3	9	15422734	15465953
ENSG00000164985	PSIP1	9	15464066	15510995
ENSG00000165097	KDM1B	6	18155329	18223854
ENSG00000165118	C9orf64	9	83938311	83956986
ENSG00000165119	HNRNPK	9	83968083	83980616
ENSG00000165121		9	85805359	85849728
ENSG00000165138	ANKS6	9	98731329	98796965
ENSG00000165175	MID1IP1	X	38801440	38806537
ENSG00000165215	CLDN3	7	73768997	73770270
ENSG00000165434	PGM2L1	11	74330316	74398433
ENSG00000165487	MICU2	13	21492691	21604181
ENSG00000165650	PDZD8	10	117277274	117375440
ENSG00000165698	SPACA9	9	132878027	132890201
ENSG00000165730	STOX1	10	68827531	68895432
ENSG00000165775	FUNDC2	X	155025980	155060304
ENSG00000165813	CCDC186	10	114120862	114174232
ENSG00000166012	TAF1D	11	93729948	93784391
ENSG00000166135	HIF1AN	10	100529072	100559998
ENSG00000166348	USP54	10	73497538	73626117
ENSG00000166398	GARRE1	19	34254552	34355566
ENSG00000166471	TMEM41B	11	9280654	9314636
ENSG00000166479	TMX3	18	68673688	68715108
ENSG00000166578	IQCD	12	113195441	113221094
ENSG00000166710	B2M	15	44711487	44718851
ENSG00000166801	FAM111A	11	59142748	59155039
ENSG00000166803	PCLAF	15	64364304	64387687
ENSG00000166845	C18orf54	18	54357906	54385218
ENSG00000166889	PATL1	11	59636716	59669037
ENSG00000166902	MRPL16	11	59806140	59810778
ENSG00000166913	YWHAB	20	44885702	44908532
ENSG00000166984	TCP10L2	6	167146414	167196913
ENSG00000167088	SNRPD1	18	21612314	21633524
ENSG00000167196	FBXO22	15	75903876	75942511
ENSG00000167363	FN3K	17	82735615	82751196
ENSG00000167378	IRGQ	19	43584367	43596134
ENSG00000167460	TPM4	19	16067021	16103002
ENSG00000167468	GPX4	19	1103994	1106791
ENSG00000167635	ZNF146	19	36214602	36238771
ENSG00000167658	EEF2	19	3976056	3985463
ENSG00000167757	KLK11	19	51022216	51028039
ENSG00000167969	ECI1	16	2239402	2252300
ENSG00000167996	FTH1	11	61959718	61967634
ENSG00000168003	SLC3A2	11	62856004	62888880
ENSG00000168014	C2CD3	11	74012718	74171210
ENSG00000168116	KIAA1586	6	57046532	57055239
ENSG00000168126	OR2W6P	6	27937465	27938403
ENSG00000168131	OR2B2	6	27911185	27912396
ENSG00000168143	FAM83B	6	54846771	54945099
ENSG00000168216	LMBRD1	6	69672757	69867236
ENSG00000168298	H1-4	6	26156329	26157115
ENSG00000168405	CMAHP	6	25061626	25452263
ENSG00000168438	CDC40	6	110180141	110254275
ENSG00000168439	STIP1	11	64185272	64204543
ENSG00000168461	RAB31	18	9708275	9862551
ENSG00000168566	SNRNP48	6	7590198	7611967
ENSG00000168591	TMUB2	17	44186970	44191929
ENSG00000168610	STAT3	17	42313324	42388540
ENSG00000168758	SEMA4C	2	96859718	96870757
ENSG00000168763	CNNM3	2	96816245	96835382
ENSG00000168807	SNTB2	16	69187147	69309052
ENSG00000168883	USP39	2	85602856	85649283
ENSG00000168938	PPIC	5	123023250	123036725
ENSG00000169045	HNRNPH1	5	179614178	179634784
ENSG00000169075	BRD7P3	6	118501430	118502906
ENSG00000169139	UBE2V2	8	48008415	48064708
ENSG00000169188	APEX2	X	55000363	55009057
ENSG00000169241	SLC50A1	1	155135344	155138857
ENSG00000169242	EFNA1	1	155127876	155134899
ENSG00000169255	B3GALNT1	3	161083883	161105411
ENSG00000169288	MRPL1	4	77862830	77952785
ENSG00000169432	SCN9A	2	166195185	166376001
ENSG00000169519	METTL15	11	28108248	28527041
ENSG00000169564	PCBP1	2	70087477	70089203
ENSG00000169609	C15orf40	15	82988441	83011641
ENSG00000169714	CNBP	3	129167827	129183922
ENSG00000169756	LIMS1	2	108534355	108687246
ENSG00000169871	TRIM56	7	101085481	101097967
ENSG00000169895	SYAP1	X	16719612	16765340
ENSG00000169905	TOR1AIP2	1	179839967	179877803
ENSG00000169914	OTUD3	1	19882395	19912945
ENSG00000169976	SF3B5	6	144094884	144095573
ENSG00000170144	HNRNPA3	2	177212563	177223958
ENSG00000170345	FOS	14	75278826	75282230
ENSG00000170364	SETMAR	3	4303332	4317265
ENSG00000170542	SERPINB9	6	2887270	2903309
ENSG00000170581	STAT2	12	56341597	56360167
ENSG00000170734	POLH	6	43576185	43620523
ENSG00000170779	CDCA4	14	105009573	105021083
ENSG00000170852	KBTBD2	7	32868172	32894131
ENSG00000170899	GSTA4	6	52977948	52995304
ENSG00000170915	PAQR8	6	52361421	52407777
ENSG00000170927	PKHD1	6	51615299	52087613
ENSG00000170949	ZNF160	19	53066606	53103434
ENSG00000171160	MORN4	10	97614553	97633500
ENSG00000171217	CLDN20	6	155264013	155276548
ENSG00000171223	JUNB	19	12791486	12793315
ENSG00000171236	LRG1	19	4536402	4540036
ENSG00000171295	ZNF440	19	11814273	11835216
ENSG00000171408	PDE7B	6	135851701	136195574
ENSG00000171453	POLR1C	6	43509702	43562419
ENSG00000171462	DLK2	6	43450352	43456632
ENSG00000171467	ZNF318	6	43307134	43369647
ENSG00000171475	WIPF2	17	40219304	40284136
ENSG00000171490	RSL1D1	16	11833850	11851580
ENSG00000171566	PLRG1	4	154535005	154550400
ENSG00000171658	NMRAL2P	3	185959943	185980872
ENSG00000171681	ATF7IP	12	14365676	14502931
ENSG00000171766	GATM	15	45361124	45402327
ENSG00000171988	JMJD1C	10	63167221	63521850
ENSG00000172113	NME6	3	48290722	48301685
ENSG00000172197	MBOAT1	6	20099684	20212469
ENSG00000172201	ID4	6	19837370	19842197
ENSG00000172270	BSG	19	571277	583494
ENSG00000172340	SUCLG2	3	67360460	67654612
ENSG00000172348	RCAN2	6	46220736	46491972
ENSG00000172426	RSPH9	6	43645036	43672600
ENSG00000172432	GTPBP2	6	43605316	43629264
ENSG00000172461	FUT9	6	96015974	96215612
ENSG00000172469	MANEA	6	95577485	95609470
ENSG00000172594	SMPDL3A	6	122789049	122809720
ENSG00000172890	NADSYN1	11	71453109	71524107
ENSG00000172965	MIR4435-2HG	2	111006015	111523376
ENSG00000172986	GXYLT2	3	72888046	72998138
ENSG00000173041	ZNF680	7	64519878	64563075
ENSG00000173141	MRPL57	13	21176658	21179084
ENSG00000173193	PARP14	3	122680839	122730840
ENSG00000173214	MFSD4B	6	111259327	111445354
ENSG00000173575	CHD2	15	92900189	93027996
ENSG00000173598	NUDT4	12	93377883	93408146
ENSG00000173660	UQCRH	1	46303698	46316776
ENSG00000173674	EIF1AX	X	20124525	20141838
ENSG00000173727		11	65455257	65466720
ENSG00000173786	CNP	17	41966763	41977740
ENSG00000173846	PLK3	1	44800377	44805990
ENSG00000173914	RBM4B	11	66664998	66677887
ENSG00000173960	UBXN2A	2	23927285	24004909
ENSG00000174151	CYB561D1	1	109494052	109502932
ENSG00000174156	GSTA3	6	52896639	52909698
ENSG00000174243	DDX23	12	48829756	48852842
ENSG00000174353	STAG3L3	7	72969696	73005922
ENSG00000174444	RPL4	15	66498015	66524532
ENSG00000174485	DENND4A	15	65658046	65792293
ENSG00000174574	AKIRIN1	1	38991276	39006059
ENSG00000174938	SEZ6L2	16	29871159	29899550
ENSG00000175003	SLC22A1	6	160121815	160158718
ENSG00000175048	ZDHHC14	6	157381133	157678157
ENSG00000175216	CKAP5	11	46743048	46846308
ENSG00000175274	TP53I11	11	44885903	44951306
ENSG00000175354	PTPN2	18	12785478	12929643
ENSG00000175581	MRPL48	11	73787872	73865133
ENSG00000175595	ERCC4	16	13920138	13952348
ENSG00000175606	TMEM70	8	73972437	73982783
ENSG00000176105	YES1	18	721588	812546
ENSG00000176208	ATAD5	17	30831966	30895869
ENSG00000176244	ACBD7	10	15075475	15088776
ENSG00000176563	CNTD1	17	42798800	42811587
ENSG00000176834	VSIG10	12	118063593	118136026
ENSG00000176933	TOB2P1	6	28217643	28218634
ENSG00000177030	DEAF1	11	644233	707118
ENSG00000177192	PUS1	12	131929200	131945896
ENSG00000177383	MAGEF1	3	184710364	184712064
ENSG00000177425	PAWR	12	79574979	79690964
ENSG00000177479	ARIH2	3	48918821	48986382
ENSG00000177688	SUMO4	6	149400262	149401278
ENSG00000177731	FLII	17	18244815	18258738
ENSG00000177873	ZNF619	3	40477113	40491053
ENSG00000177889	UBE2N	12	93405673	93441947
ENSG00000177946	CENPBD1	16	89969791	89972534
ENSG00000178033	CALHM5	6	116511639	116524788
ENSG00000178093	TSSK6	19	19512418	19515548
ENSG00000178202	POGLUT3	11	108472112	108498384
ENSG00000178385	PLEKHM3	2	207821288	208025527
ENSG00000178409	BEND3	6	107065182	107115515
ENSG00000178425	NT5DC1	6	116100851	116249497
ENSG00000178665	ZNF713	7	55887456	55942530
ENSG00000179218	CALR	19	12938578	12944489
ENSG00000179344	HLA-DQB1	6	32659467	32668383
ENSG00000179820	MYADM	19	53864763	53876435
ENSG00000179862	CITED4	1	40861054	40862363
ENSG00000179912	R3HDM2	12	57253762	57431043
ENSG00000179918	SEPHS2	16	30443631	30445874
ENSG00000180113	TDRD6	6	46687875	46704319
ENSG00000180185	FAHD1	16	1826941	1840207
ENSG00000180228	PRKRA	2	178431292	178451512
ENSG00000180316	PNPLA1	6	36243203	36313955
ENSG00000180340	FZD2	17	44557484	44561262
ENSG00000180488	MIGA1	1	77779624	77879540
ENSG00000180573	H2AC6	6	26124145	26139116
ENSG00000180596	H2BC4	6	26114873	26123926
ENSG00000180626	ZNF594	17	5179535	5191868
ENSG00000180822	PSMG4	6	3231403	3303373
ENSG00000180921	FAM83H	8	143723933	143738234
ENSG00000180992	MRPL14	6	44113451	44127452
ENSG00000181019	NQO1	16	69706996	69726668
ENSG00000181104	F2R	5	76716126	76735770
ENSG00000181126	HLA-V	6	29790954	29797811
ENSG00000181163	NPM1	5	171387116	171411810
ENSG00000181315	ZNF322	6	26634383	26659752
ENSG00000181355	OFCC1	6	9596110	10211608
ENSG00000181472	ZBTB2	6	151364115	151391559
ENSG00000181481	RNF135	17	30970984	30999911
ENSG00000181513	ACBD4	17	45132600	45144181
ENSG00000181705		6	80499196	80499392
ENSG00000181827	RFX7	15	56087280	56245082
ENSG00000181904	C5orf24	5	134845680	134859735
ENSG00000182197	EXT1	8	117794490	118111826
ENSG00000182718	ANXA2	15	60347134	60402883
ENSG00000182747	SLC35D3	6	136922301	136925660
ENSG00000182952	HMGN4	6	26538366	26546933
ENSG00000183077	AFMID	17	78187358	78207702
ENSG00000183137	CEP57L1	6	109095110	109174418
ENSG00000183527	PSMG1	21	39174769	39183488
ENSG00000183647	ZNF530	19	57599885	57612722
ENSG00000183666	GUSBP1	5	21341833	21589372
ENSG00000183765	CHEK2	22	28687743	28742422
ENSG00000183826	BTBD9	6	38168451	38640148
ENSG00000183891	TTC32	2	19896631	19901983
ENSG00000184110	EIF3C	16	28688558	28735727
ENSG00000184216	IRAK1	X	154010506	154019902
ENSG00000184357	H1-5	6	27866792	27867588
ENSG00000184465	WDR27	6	169457212	169702067
ENSG00000184575	XPOT	12	64404392	64451125
ENSG00000184612	RPL7P26	6	17530899	17531652
ENSG00000184661	CDCA2	8	25459199	25507911
ENSG00000184786	DYNLT2	6	169740109	169751587
ENSG00000184787	UBE2G2	21	44768580	44801826
ENSG00000184840	TMED9	5	177592203	177597242
ENSG00000184863	RBM33	7	155644451	155781485
ENSG00000185002	RFX6	6	116877212	116932161
ENSG00000185127	C6orf120	6	169702190	169704856
ENSG00000185250	PPIL6	6	109390215	109441171
ENSG00000185304	RGPD2	2	87755960	87825796
ENSG00000185344	ATP6V0A2	12	123712353	123761755
ENSG00000185345	PRKN	6	161347417	162727775
ENSG00000185532	PRKG1	10	50990888	52298423
ENSG00000185624	P4HB	17	81843159	81860856
ENSG00000185658	BRWD1	21	39184176	39321559
ENSG00000185753	CXorf38	X	40626921	40647561
ENSG00000185787	MORF4L1	15	78810487	78898139
ENSG00000185900	POMK	8	43093498	43131180
ENSG00000186185	KIF18B	17	44924709	44947773
ENSG00000186231	KLHL32	6	96924620	97140754
ENSG00000186340	THBS2	6	169215780	169254050
ENSG00000186439	TRDN	6	123216339	123637093
ENSG00000186470	BTN3A2	6	26365159	26378320
ENSG00000186577	SMIM29	6	34246381	34249108
ENSG00000186591	UBE2H	7	129830732	129952960
ENSG00000186625	KATNA1	6	149594873	149648972
ENSG00000187049	TMEM216	11	61392393	61398866
ENSG00000187147	RNF220	1	44405194	44651724
ENSG00000187187	ZNF546	19	39984134	40021038
ENSG00000187189	TSPYL4	6	116249964	116254075
ENSG00000187266	EPOR	19	11377207	11384342
ENSG00000187475	H1-6	6	26107412	26108135
ENSG00000187514	PTMA	2	231706895	231713551
ENSG00000187566	NHLRC1	6	18120440	18122677
ENSG00000187626	ZKSCAN4	6	28241697	28252269
ENSG00000187735	TCEA1	8	53966552	54022456
ENSG00000187741	FANCA	16	89737549	89816657
ENSG00000187762	HSPE1P11	6	35023522	35023831
ENSG00000187772	LIN28B	6	104936616	105083332
ENSG00000187837	H1-2	6	26055740	26056470
ENSG00000187840	EIF4EBP1	8	38030534	38060365
ENSG00000188107	EYS	6	63719980	65707226
ENSG00000188112	C6orf132	6	42101119	42142620
ENSG00000188283	ZNF383	19	37217926	37248740
ENSG00000188428	BLOC1S5	6	8013567	8064396
ENSG00000188451	SRP72P2	6	158237336	158242797
ENSG00000188529	SRSF10	1	23964347	23980927
ENSG00000188580	NKAIN2	6	123803865	124825640
ENSG00000188612	SUMO2	17	75165586	75182959
ENSG00000188647	PTAR1	9	69709522	69760011
ENSG00000188811	NHLRC3	13	39038306	39050109
ENSG00000188938	FAM120AOS	9	93431441	93453581
ENSG00000188994	ZNF292	6	87152833	87265943
ENSG00000188996	HUS1B	6	655939	657100
ENSG00000189007	ADAT2	6	143422832	143450695
ENSG00000189091	SF3B3	16	70523791	70577670
ENSG00000189134	NKAPL	6	28259297	28260958
ENSG00000189190	ZNF600	19	52749942	52786807
ENSG00000189241	TSPYL1	6	116267760	116279930
ENSG00000189298	ZKSCAN3	6	28349947	28369172
ENSG00000189308	LIN54	4	82909973	83012926
ENSG00000189325	BNIP5	6	36315761	36336888
ENSG00000189403	HMGB1	13	30456704	30617597
ENSG00000196110	ZNF699	19	9291140	9309838
ENSG00000196126	HLA-DRB1	6	32578769	32589848
ENSG00000196199	MPHOSPH8	13	19633659	19673441
ENSG00000196214	ZNF766	19	52269587	52296046
ENSG00000196227	FAM217B	20	59933764	59948680
ENSG00000196230	TUBB	6	30717435	30725538
ENSG00000196236	XPNPEP3	22	40857077	40932815
ENSG00000196262	PPIA	7	44796680	44824564
ENSG00000196275	GTF2IRD2	7	74796151	74851605
ENSG00000196284	SUPT3H	6	44809317	45377953
ENSG00000196312	MFSD14C	9	96887373	97013708
ENSG00000196569	LAMA2	6	128883138	129516566
ENSG00000196584	XRCC2	7	152644776	152676141
ENSG00000196586	MYO6	6	75749201	75919537
ENSG00000196591	HDAC2	6	113933028	114011308
ENSG00000196656		4	113214046	113217170
ENSG00000196670	ZFP62	5	180847611	180861285
ENSG00000196678	ERI2	16	20780193	20900349
ENSG00000196705	ZNF431	19	21142024	21196053
ENSG00000196715	VKORC1L1	7	65873074	65959563
ENSG00000196735	HLA-DQA1	6	32628179	32647062
ENSG00000196787	H2AC11	6	27133043	27133535
ENSG00000196812	ZSCAN16	6	28107689	28130082
ENSG00000196890	H2BU1	1	228458103	228463104
ENSG00000196911	KPNA5	6	116681187	116741867
ENSG00000197024	ZNF398	7	149126416	149183042
ENSG00000197061	H4C3	6	26103933	26104337
ENSG00000197062	ZSCAN26	6	28267058	28278224
ENSG00000197070	ARRDC1	9	137605685	137615360
ENSG00000197081	IGF2R	6	159969082	160113507
ENSG00000197111	PCBP2	12	53452102	53481162
ENSG00000197128	ZNF772	19	57466663	57477570
ENSG00000197153	H3C12	6	27890315	27893106
ENSG00000197217	ENTPD4	8	23385783	23457695
ENSG00000197238	H4C11	6	27824092	27824480
ENSG00000197261	C6orf141	6	49550666	49561907
ENSG00000197279	ZNF165	6	28080568	28089563
ENSG00000197283	SYNGAP1	6	33419661	33453689
ENSG00000197296	FITM2	20	44302840	44311202
ENSG00000197343	ZNF655	7	99558406	99576453
ENSG00000197442	MAP3K5	6	136557046	136792477
ENSG00000197448	GSTK1	7	143244093	143270854
ENSG00000197498	RPF2	6	110982015	111028263
ENSG00000197563	PIGN	18	61905255	62187118
ENSG00000197586	ENTPD6	20	25195693	25228075
ENSG00000197594	ENPP1	6	131808016	131895155
ENSG00000197746	PSAP	10	71816298	71851251
ENSG00000197753	LHFPL5	6	35797206	35845397
ENSG00000197780	TAF13	1	109062496	109076012
ENSG00000197822	OCLN	5	69492292	69558104
ENSG00000197894	ADH5	4	99070978	99088801
ENSG00000197903	H2BC12	6	27146361	27146855
ENSG00000197912	SPG7	16	89490719	89557766
ENSG00000197935	ZNF311	6	28994785	29005316
ENSG00000197937	ZNF347	19	53124072	53159075
ENSG00000197958	RPL12	9	127447674	127451406
ENSG00000197989	SNHG12	1	28578538	28583132
ENSG00000198034	RPS4X	X	72255679	72277248
ENSG00000198040	ZNF84	12	133037292	133063304
ENSG00000198087	CD2AP	6	47477789	47627263
ENSG00000198113	TOR4A	9	137277726	137282641
ENSG00000198252	STYX	14	52730166	52774989
ENSG00000198315	ZKSCAN8	6	28141883	28159460
ENSG00000198363	ASPH	8	61500556	61714640
ENSG00000198393	ZNF26	12	132986365	133032952
ENSG00000198431	TXNRD1	12	104215779	104350307
ENSG00000198478	SH3BGRL2	6	79631329	79703655
ENSG00000198502	HLA-DRB5	6	32517353	32530287
ENSG00000198523	PLN	6	118548296	118561716
ENSG00000198538	ZNF28	19	52797408	52857600
ENSG00000198663	C6orf89	6	36871870	36928964
ENSG00000198670	LPA	6	160531482	160664275
ENSG00000198695	MT-ND6	MT	14149	14673
ENSG00000198712	MT-CO2	MT	7586	8269
ENSG00000198719	DLL1	6	170282206	170306565
ENSG00000198721	ECI2	6	4115693	4135597
ENSG00000198727	MT-CYB	MT	14747	15887
ENSG00000198729	PPP1R14C	6	150143044	150250392
ENSG00000198742	SMURF1	7	99027440	99144108
ENSG00000198755	RPL10A	6	35468401	35470785
ENSG00000198763	MT-ND2	MT	4470	5511
ENSG00000198786	MT-ND5	MT	12337	14148
ENSG00000198804	MT-CO1	MT	5904	7445
ENSG00000198818	SFT2D1	6	166319728	166342576
ENSG00000198833	UBE2J1	6	89326625	89352722
ENSG00000198863	RUNDC1	17	42980565	42995142
ENSG00000198886	MT-ND4	MT	10760	12137
ENSG00000198887	SMC5	9	70258978	70354873
ENSG00000198888	MT-ND1	MT	3307	4262
ENSG00000198894	CIPC	14	77098126	77117287
ENSG00000198898	CAPZA2	7	116811070	116922049
ENSG00000198900	TOP1	20	41028822	41124487
ENSG00000198912	C1orf174	1	3889125	3900293
ENSG00000198937	CCDC167	6	37482938	37499893
ENSG00000198945	L3MBTL3	6	130013699	130141449
ENSG00000199630		6	89841329	89841424
ENSG00000199715		6	18273165	18273266
ENSG00000199762		6	47489067	47489170
ENSG00000199938		6	38565950	38566055
ENSG00000199944	RNU6-653P	6	109059509	109059614
ENSG00000200040		6	75928513	75928625
ENSG00000200091	RN7SKP163	6	75654970	75655299
ENSG00000200310	RNA5SP215	6	120686621	120686742
ENSG00000200314		6	106454828	106454929
ENSG00000200340	RNU1-105P	6	47823390	47823550
ENSG00000200522	RNU6-957P	6	110722250	110722348
ENSG00000200594	RNU6-824P	6	154825176	154825279
ENSG00000200597	RNVU1-33	6	37915573	37915742
ENSG00000200706		6	38207274	38207345
ENSG00000200799	RNU6-770P	6	108392073	108392177
ENSG00000201023	RNY3P11	6	109305494	109305595
ENSG00000201104	RNU6-11P	7	123790605	123790711
ENSG00000201176	RNU6-853P	4	168885355	168885461
ENSG00000201367	RNU6-522P	6	15314920	15315026
ENSG00000201458	RNU4-4P	3	172796429	172796558
ENSG00000201464		6	79301963	79302066
ENSG00000201519	RNU6-645P	6	15324367	15324472
ENSG00000201654	RNU6-7	14	32202045	32202151
ENSG00000201807		6	136855698	136855831
ENSG00000201988		6	30736304	30736414
ENSG00000202386	RNA5SP211	6	106449381	106449497
ENSG00000203362	POLH-AS1	6	43588230	43591362
ENSG00000203711	LINC02901	6	158869848	158919105
ENSG00000203722	RAET1G	6	149916878	149923121
ENSG00000203727	SAMD5	6	147508690	147737547
ENSG00000203734	ECT2L	6	138795911	138904070
ENSG00000203760	CENPW	6	126340115	126348875
ENSG00000203778	FAM229B	6	112087591	112102790
ENSG00000203797	DDO	6	110391771	110415575
ENSG00000203799	CCDC162P	6	109165831	109355063
ENSG00000203872	C6orf163	6	87344813	87365463
ENSG00000203875	SNHG5	6	85650491	85678932
ENSG00000204138	PHACTR4	1	28369582	28500364
ENSG00000204140	CLPSL1	6	35781019	35793675
ENSG00000204152	TIMM23B	10	49942049	49974850
ENSG00000204188	GGNBP1	6	33540046	33589026
ENSG00000204209	DAXX	6	33318558	33323016
ENSG00000204227	RING1	6	33208500	33212722
ENSG00000204248	COL11A2	6	33162681	33192499
ENSG00000204256	BRD2	6	32968594	32981505
ENSG00000204257	HLA-DMA	6	32948613	32969094
ENSG00000204296	TSBP1	6	32288526	32371912
ENSG00000204315	FKBPL	6	32128707	32130288
ENSG00000204385	SLC44A4	6	31863192	31879046
ENSG00000204386	NEU1	6	31857659	31862905
ENSG00000204389	HSPA1A	6	31815543	31817946
ENSG00000204410	MSH5	6	31739677	31762676
ENSG00000204428	LY6G5C	6	31676684	31684040
ENSG00000204463	BAG6	6	31639028	31652705
ENSG00000204469	PRRC2A	6	31620715	31637771
ENSG00000204516	MICB	6	31494881	31511124
ENSG00000204519	ZNF551	19	57681969	57717301
ENSG00000204520	MICA	6	31399784	31415315
ENSG00000204525	HLA-C	6	31268749	31272130
ENSG00000204528	PSORS1C3	6	31173735	31177899
ENSG00000204531	POU5F1	6	31164337	31180731
ENSG00000204536	CCHCR1	6	31142439	31158238
ENSG00000204560	DHX16	6	30653119	30673006
ENSG00000204564	C6orf136	6	30647039	30653210
ENSG00000204568	MRPS18B	6	30617840	30626395
ENSG00000204569	PPP1R10	6	30600413	30618612
ENSG00000204574	ABCF1	6	30571393	30597179
ENSG00000204580	DDR1	6	30876421	30900156
ENSG00000204590	GNL1	6	30541381	30556489
ENSG00000204592	HLA-E	6	30489509	30494194
ENSG00000204616	TRIM31	6	30102897	30113090
ENSG00000204623	ZNRD1ASP	6	29976042	30061640
ENSG00000204625	HCG9	6	29975112	29978410
ENSG00000204628	RACK1	5	181236897	181248096
ENSG00000204634	TBC1D8	2	101007228	101252866
ENSG00000204642	HLA-F	6	29722775	29738528
ENSG00000204789	ZNF204P	6	27356451	27375277
ENSG00000204946	ZNF783	7	149262171	149297302
ENSG00000205060	SLC35B4	7	134289332	134316930
ENSG00000205269	TMEM170B	6	11537749	11583524
ENSG00000205302	SNX2	5	122775079	122834543
ENSG00000205318	GCNT2P1	6	10633762	10634695
ENSG00000205339	IPO7	11	9384652	9448127
ENSG00000205444		6	4610539	4611919
ENSG00000205542	TMSB4X	X	12975110	12977227
